https://www.trustedshops.de/bewertung/info_XE8F0AF338789A7ED45D762EC264B6241.html,tintenalarm.de,"tintenalarm.de hat sich dem Verkauf von hochwertigem Druckerzubehör verschrieben. Toner und Druckerpatronen, werden von den besten Recyclern aus Deutschland und der Schweiz gekauft, um dem original Verbrauchsmaterial möglichst nahezukommen oder zu übertreffen. Um auf die Produktqualität Einfluss zu haben, kauft tintenalarm direkt bei den Herstellern. Auch beim Kundenservice wird nicht gespart und alle Anfragen innerhalb kürzester Zeit beantwortet. Kundenzufriedenheit ist diesem Shop wichtiger als kurzfristige Gewinne.",+4991324220,http://www.tintenalarm.de,info@z-com.de,Thomas Zenkel Wirtsgrund 6 91086 Aurachtal Deutschland
https://www.trustedshops.de/bewertung/info_X9780E98D167B6BA34F80D50738715136.html,Enjoyyourcamera.com,"Enjoyyourcamera.com ist Ihr Versandhaus für Spezial-Fotozubehör, Kamerazubehör, Studio-Zubehör. Hier finden Sie zum Beispiel Fototaschen, Akkus und Batterien, Digitalkamerazubehör, Blitzgeräte, Filter, Stative, Objektive und Speichermedien von den Marken JJC, KT, Marumi, Matin, Mennon, Nissin, Ownuser, Pedco, Seculine und VisibleDust.",+4951120029090,http://www.enjoyyourcamera.com,shop@enjoyyourcamera.com,ENJOYYOURBRANDS GmbH Eleonorenstr. 20 30449 Hannover Deutschland
https://www.trustedshops.de/bewertung/info_XF84D3BC18EF20C203E133A6F5D742F9E.html,MyParto Onlineshop,"Myparto hat sich auf den Handel mit Original Ersatzteilen der Fahrzeughersteller spezialisiert und ist seit vielen Jahren erfolgreich am Markt tätig. Kunden in ganz Europa schätzen den Service von myparto, wodurch sich myparto auch bereits über die Ländergrenzen hinweg einen Namen als verlässlicher Partner machen konnte. Bei myparto finden Sie nicht nur Original Ersatzteile, wie z.B. Bremsscheiben und - beläge, Motoröl- / Innenraum /- Motorluft- / und Kraftstofffilter zu attraktivsten Preisen, sondern auch das passgenaue und spezifisch konzipierte Original Zubehör der Fahrzeughersteller. Besuchen Sie den myparto Shop und seien Sie gespannt darauf, mit welchen Angeboten myparto Sie unterstützt, den Wert Ihres Fahrzeugs, durch die Verwendung der vom Fahrzeughersteller freigegebenen Bauteile, dauerhaft zu erhalten.",+4957219379007,http://www.myparto.com,service.de@myparto.com,International Parts Trading GmbH Breslauer Str. 8 31655 Stadthagen Deutschland
https://www.trustedshops.de/bewertung/info_XA98ADCF0F6AD0604A6A1B14B63843D33.html,foto-erhardt.de,"Foto Erhardt zählt zu den größten Foto-, Video- und Elektronik-Fachhändlern in Deutschland und präsentiert nicht nur ein umfassendes stationäres Angebot, sondern auch einen herausragenden Online-Shop. In unserem breiten Sortiment finden Sie eine beeindruckende Auswahl an Kameras, Objektiven, Drohnen, Stativen, Taschen, Ferngläsern, Camcordern, Druckern, Scannern, Speicherkarten, Blitzgeräten und vielem mehr.",+495404963396,http://www.foto-erhardt.de,info@foto-erhardt.de,Foto Erhardt GmbH Gartenkamp 101 49492 Westerkappeln Deutschland
https://www.trustedshops.de/bewertung/info_XDC06F843F42CC86AF559FBA9F1816BAA.html,CNW IT-Systeme,"CNW IT-Systeme ist seit dem Jahr 2000 Ihr Spezialist für alle Themen rund um Drucker, Plotter, Kopierer, Scanner und Mobile Computing. Durch unsere langjährige Partnerschaft mit den innovativsten Herstellern, wie HP, Epson, Canon, OKI, Xerox, Ricoh, RoWe, Contex und Eizo, erhalten Sie bei uns ein umfangreiches Portfolio hochwertiger Produkte zusammen mit einer kundenorientierten Beratung durch unsere Spezialisten. Neben dem reinen Verkauf unserer Produkte, bieten wir ergänzend Wartungsverträge und Managed Print Services an, die wir flexibel auf Ihre Anforderungen zuschneiden, damit Sie optimal versorgt sind und zu günstigen Konditionen drucken können. Im Bereich Service stehen Ihnen unsere geschulten Techniker zur Verfügung, die neben Reparaturen vor Ort und in unseren Werkstätten auch per Fernwartung unterstützen. Durch unser großes Democenter in Augsburg können wir Ihnen verschienene Geräte live präsentieren oder Testdrucke Ihrer Vorlagen erstellen und Ihnen diese zusenden. Gerne unterstützen Sie hierbei unsere Vertriebsmitarbeiter.",+4982165075730,http://www.c-nw.de,info@cnw.de,CNW IT-Systeme GmbH Otto-Hahn-Bogen 10 86415 Mering Deutschland
https://www.trustedshops.de/bewertung/info_XE152DC4802D12725E85E22A77A76A902.html,esm-computer.de,"ESM-Computer – relove IT. Der Energie- und Ressourcenbedarf für die Herstellung moderner Laptops, Computer und Smartphones ist enorm. Jahr für Jahr wandern alleine in Deutschland mehr als 10 Millionen fabrikneuer Geräte über den Ladentisch und nach durchschnittlich 2 bis 4 Jahren in den Elektroschrott. Dabei sind die Geräte noch lange nicht veraltet, ganz im Gegenteil. Professionell wieder aufbereitet (refurbished), gereinigt und in Stand gesetzt entsprechen sie noch jahrelang dem aktuellen Stand der Technik, ganz besonders, wenn es sich um hochwertige Business-Geräte handelt. Diese sind langlebig, robust und durch ihre modulare Bauweise zudem äußerst wartungsfreundlich. So erfüllen Sie noch über Jahre hinaus die Anforderungen anspruchsvoller Nutzer vollkommen problemlos. Durch unsere professionelle Wiederaufbereitung eben solcher Geräte schenken wir gebrauchten Computern, Notebooks, Monitoren und Smartphones ein zweites Leben und helfen damit aktiv mit, wertvolle Rohstoffe und Energie einzusparen. Und das Beste daran: Die Geräte sind nicht nur nachhaltig und ressourcenschonend, sondern auch noch rund 80% günstiger als vergleichbare Neugeräte. Für den Fall eines Defekts erhalten alle unsere Geräte von Haus aus als Ergänzung zur gesetzlichen Gewährleistung (Sachmängelhaftung) eine kostenlose Garantie von 12 Monaten, welche auf Kundenwunsch sogar auf bis zu 36 Monate verlängert werden kann. We love IT – relove IT.",+498265998910,http://www.esm-computer.de,trustedshops@esm-computer.de,ESM-Computer GmbH Gewerbepark 4 87775 Salgen Deutschland
https://www.trustedshops.de/bewertung/info_XBE9ECBC4989B25E9A24D3AB9F81E35DD.html,beyerdynamic.de,"Hochwertige Kopfhörer, Mikrofone und Konferenzsysteme von beyerdynamic Audiotechnik in herausragender Klangqualität ist unsere große Leidenschaft bei beyerdynamic Heilbronn - und das merkt man auch. Jeder, der schon einmal einen beyerdynamic Kopfhörer aufgesetzt und damit Musik gehört oder sein Lieblingsgame mit einem unserer Headsets gespielt hat, wird das bestätigen. Im beyerdynamic Shop finden Sie neben offenen und geschlossenen Kopfhörern sowie potenten Kopfhörerverstärkern innovative Konferenztechnik und passende Mikrofone für Ihren Einsatzzweck. Ob für zuhause oder unterwegs, ob für professionelle DJs oder Studio-Aufnahmen – bei uns bleiben keine Wünsche offen.",+80077088099,http://www.beyerdynamic.de,help@beyerdynamic.de,beyerdynamic GmbH & Co. KG Theresienstraße 8 74072 Heilbronn Deutschland
https://www.trustedshops.de/bewertung/info_XAD3EFAC3D872865530E66F60168AA956.html,Tintenmarkt.de,Der Tintenmarkt ist Ihr Spezialist für Drucker - Verbrauchsmaterial. Wir liefern Ihnen schnell und unkompliziert Druckerpatronen und Toner aller namhaften Hersteller direkt zu Ihrer Wunschadresse. Spezialisiert ist der Tintenmarkt auf recycelte Produkte. Diese werden ausschließlich in Deutschland produziert und erfüllen alle europäischen Umweltvorschriften.,+49624126827,http://www.tintenmarkt.de,vertrieb@tintenmarkt.de,EDV Systeme Worms GmbH Brückenstraße 2 67551 Worms Deutschland
https://www.trustedshops.de/bewertung/info_X2D858E9311ADBCFE65B06C137017A969.html,eBook.de,"eBook.de, eine Marke der Hugendubel Digital GmbH & Co. KG, zählt seit 1999 zu den führenden eCommerce-Marken im Buch- und Medienbereich und ist seit Oktober 2014 Mitglied der tolino-Allianz. Als Pionier im stark wachsenden eBook-Business revolutioniert eBook.de die Buchwelt. Entdecken Sie unsere besondere Bedienfreundlichkeit, das umfassende Angebot digitaler Bücher sowie unseren kompetenten, persönlichen Service. Damit ist eBook.de sowohl für eBook-Einsteiger als auch für -Profis die erste Adresse für eBooks und eBook-Reader. Deutschlands Spezialist für eBooks macht das digitale Lesen einfach.",+494042236096,http://www.ebook.de,service@ebook.de,Hugendubel Digital GmbH & Co. KG Friesenweg 1 22763 Hamburg Deutschland
https://www.trustedshops.de/bewertung/info_XBA836F77173B1EFADBEDB0076F21B004.html,afbshop.de,"AfB verkauft günstige generalüberholte Notebooks, PCs und Smartphones, sowie Neuware. Wir führen robuste Business-Geräte von Markenherstellern wie Apple, Dell, Fujitsu, HP und Lenovo. Alle bei AfB angebotenen refurbished Geräte sind gründlich geprüft, daher bieten wir 12 Monate Garantie, optional erweiterbar auf 36 Monate. Unser freundlicher Kundenservice hilft gerne weiter. Viel Spaß beim Stöbern auf www.afbshop.de. AfB steht für „Arbeit für Menschen mit Behinderung“. In unserem gemeinnützigen IT-Unternehmen arbeiten Menschen mit und ohne Behinderung Hand in Hand daran, gute Produkte und Dienstleistungen rund um IT-Hardware anzubieten. Kreislaufwirtschaft und ökologisches Handeln sind unser Ziel. An 20 AfB-Standorten in Deutschland, Frankreich, Österreich, der Schweiz und der Slowakei engagieren sich 600 Kolleg:innen für inklusives Arbeiten und nachhaltige Hardware, hinzu kommen 1.000 Partnerfirmen und rund 1 Mio Kundinnen und Kunden, die voll und ganz hinter unserem Konzept von „social & green IT“ stehen. Wir freuen uns sehr über eure Bewertungen und Kommentare. Es ist uns eine Freude, euer IT-Shop zu sein. Euer AfB-Team",+497243200000,http://www.afbshop.de,service@afbshop.de,AfB Arbeit für Behinderte gemeinnützige GmbH Carl-Metz Str. 4 76275 Ettlingen Deutschland
https://www.trustedshops.de/bewertung/info_XAFCAB34C9BCBD0939C1EC01227641F2E.html,konsolenkost.de,"Du liebst Games? Wir auch! Bei uns bist Du genau richtig. Egal ob Gelegenheitsspieler, Core Gamer oder leidenschaftlicher Retro-Games-Sammler! Wir sind Konsolenkost, ein cooles Team aus 30 sympathischen und motivierten Mitarbeitern die Dir ermöglichen ganz bequem von zu Hause Deine Lieblingsgames- und Konsole zu bestellen. Die Leidenschaft für Games und Konsolen und über 18 Jahre Erfahrung machen uns zu Deinem Nummer Eins Gameshop! Von Gamern für Gamer - wir sind Dein Games Fachhändler! Mehr als 1 Millionen glückliche Kunden machen uns stolz und wir sind uns sicher, dass auch Du bald unser nächster Stammkunde sein wirst.",+4930609886894,http://www.konsolenkost.de,info@konsolenkost.de,Konsolenkost GmbH Plauener Str. 163-165 13053 Berlin Deutschland
